function_name	file	parameters	line_number
CardFactory_Monthly_M8_Rexx.cardForIdentifier	app/sdk/cards/factory/monthly/m8_rexx.coffee	identifier,gameSession	42
CardFactory_Monthly_M9_Streamers.cardForIdentifier	app/sdk/cards/factory/monthly/m9_streamers.coffee	identifier,gameSession	41
CardFactory_Monthly_Sisters.cardForIdentifier	app/sdk/cards/factory/monthly/sisters.coffee	identifier,gameSession	46
CardFactory_ShimzarSet_Faction1.cardForIdentifier	app/sdk/cards/factory/shimzar/faction1.coffee	identifier,gameSession	58
CardFactory_ShimzarSet_Faction2.cardForIdentifier	app/sdk/cards/factory/shimzar/faction2.coffee	identifier,gameSession	60
CardFactory_ShimzarSet_Faction3.cardForIdentifier	app/sdk/cards/factory/shimzar/faction3.coffee	identifier,gameSession	71
CardFactory_ShimzarSet_Faction4.cardForIdentifier	app/sdk/cards/factory/shimzar/faction4.coffee	identifier,gameSession	63
CardFactory_ShimzarSet_Faction5.cardForIdentifier	app/sdk/cards/factory/shimzar/faction5.coffee	identifier,gameSession	60
CardFactory_ShimzarSet_Faction6.cardForIdentifier	app/sdk/cards/factory/shimzar/faction6.coffee	identifier,gameSession	63
CardFactory_ShimzarSet_Neutral.cardForIdentifier	app/sdk/cards/factory/shimzar/neutral.coffee	identifier,gameSession	64
CardFactory_UnitySet_Faction1.cardForIdentifier	app/sdk/cards/factory/unity/faction1.coffee	identifier,gameSession	53
CardFactory_UnitySet_Faction2.cardForIdentifier	app/sdk/cards/factory/unity/faction2.coffee	identifier,gameSession	49
CardFactory_UnitySet_Faction3.cardForIdentifier	app/sdk/cards/factory/unity/faction3.coffee	identifier,gameSession	50
CardFactory_UnitySet_Faction4.cardForIdentifier	app/sdk/cards/factory/unity/faction4.coffee	identifier,gameSession	49
CardFactory_UnitySet_Faction5.cardForIdentifier	app/sdk/cards/factory/unity/faction5.coffee	identifier,gameSession	54
CardFactory_UnitySet_Faction6.cardForIdentifier	app/sdk/cards/factory/unity/faction6.coffee	identifier,gameSession	54
CardFactory_UnitySet_Neutral.cardForIdentifier	app/sdk/cards/factory/unity/neutral.coffee	identifier,gameSession	57
CardFactory_WartechSet_Faction1.cardForIdentifier	app/sdk/cards/factory/wartech/faction1.coffee	identifier,gameSession	63
CardFactory_WartechSet_Faction2.cardForIdentifier	app/sdk/cards/factory/wartech/faction2.coffee	identifier,gameSession	65
CardFactory_WartechSet_Faction3.cardForIdentifier	app/sdk/cards/factory/wartech/faction3.coffee	identifier,gameSession	63
CardFactory_WartechSet_Faction4.cardForIdentifier	app/sdk/cards/factory/wartech/faction4.coffee	identifier,gameSession	61
CardFactory_WartechSet_Faction5.cardForIdentifier	app/sdk/cards/factory/wartech/faction5.coffee	identifier,gameSession	60
CardFactory_WartechSet_Faction6.cardForIdentifier	app/sdk/cards/factory/wartech/faction6.coffee	identifier,gameSession	65
CardFactory_WartechSet_Neutral.cardForIdentifier	app/sdk/cards/factory/wartech/neutral.coffee	identifier,gameSession	68
RaceFactory.raceForIdentifier	app/sdk/cards/raceFactory.coffee	identifier	7
RarityFactory.rarityForIdentifier	app/sdk/cards/rarityFactory.coffee	identifier	6
RarityFactory.getIsRarityTypeCraftable	app/sdk/cards/rarityFactory.coffee	rarityType	123
RarityFactory.getAllRarities	app/sdk/cards/rarityFactory.coffee		126
AdvancedAbyssianChallenge1#getMyPlayerDeckData	app/sdk/challenges/abyssian/AdvancedAbyssianChallenge1.coffee	gameSession	44
AdvancedAbyssianChallenge1#getOpponentPlayerDeckData	app/sdk/challenges/abyssian/AdvancedAbyssianChallenge1.coffee	gameSession	54
AdvancedAbyssianChallenge1#setupBoard	app/sdk/challenges/abyssian/AdvancedAbyssianChallenge1.coffee	gameSession	60
AdvancedAbyssianChallenge1#setupOpponentAgent	app/sdk/challenges/abyssian/AdvancedAbyssianChallenge1.coffee	gameSession	110
BeginnerAbyssianChallenge1#getMyPlayerDeckData	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge1.coffee	gameSession	41
BeginnerAbyssianChallenge1#getOpponentPlayerDeckData	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge1.coffee	gameSession	48
BeginnerAbyssianChallenge1#setupBoard	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge1.coffee	gameSession	54
BeginnerAbyssianChallenge1#setupOpponentAgent	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge1.coffee	gameSession	74
BeginnerAbyssianChallenge2#constructor	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge2.coffee		42
BeginnerAbyssianChallenge2#getMyPlayerDeckData	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge2.coffee	gameSession	46
BeginnerAbyssianChallenge2#getOpponentPlayerDeckData	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge2.coffee	gameSession	53
BeginnerAbyssianChallenge2#setupBoard	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge2.coffee	gameSession	59
BeginnerAbyssianChallenge2#setupOpponentAgent	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge2.coffee	gameSession	89
BeginnerAbyssianChallenge3#getMyPlayerDeckData	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge3.coffee	gameSession	42
BeginnerAbyssianChallenge3#getOpponentPlayerDeckData	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge3.coffee	gameSession	51
BeginnerAbyssianChallenge3#setupBoard	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge3.coffee	gameSession	57
BeginnerAbyssianChallenge3#setupOpponentAgent	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge3.coffee	gameSession	83
BeginnerAbyssianChallenge4#getMyPlayerDeckData	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge4.coffee	gameSession	42
BeginnerAbyssianChallenge4#getOpponentPlayerDeckData	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge4.coffee	gameSession	49
BeginnerAbyssianChallenge4#setupBoard	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge4.coffee	gameSession	55
BeginnerAbyssianChallenge4#setupOpponentAgent	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge4.coffee	gameSession	81
BeginnerAbyssianChallenge5#getMyPlayerDeckData	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge5.coffee	gameSession	42
BeginnerAbyssianChallenge5#getOpponentPlayerDeckData	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge5.coffee	gameSession	50
BeginnerAbyssianChallenge5#setupBoard	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge5.coffee	gameSession	56
BeginnerAbyssianChallenge5#setupOpponentAgent	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge5.coffee	gameSession	77
BeginnerAbyssianChallenge6#getMyPlayerDeckData	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge6.coffee	gameSession	41
BeginnerAbyssianChallenge6#getOpponentPlayerDeckData	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge6.coffee	gameSession	48
BeginnerAbyssianChallenge6#setupBoard	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge6.coffee	gameSession	54
BeginnerAbyssianChallenge6#setupOpponentAgent	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge6.coffee	gameSession	74
MediumAbyssianChallenge1#getMyPlayerDeckData	app/sdk/challenges/abyssian/MediumAbyssianChallenge1.coffee	gameSession	42
MediumAbyssianChallenge1#getOpponentPlayerDeckData	app/sdk/challenges/abyssian/MediumAbyssianChallenge1.coffee	gameSession	53
MediumAbyssianChallenge1#setupBoard	app/sdk/challenges/abyssian/MediumAbyssianChallenge1.coffee	gameSession	59
MediumAbyssianChallenge1#setupOpponentAgent	app/sdk/challenges/abyssian/MediumAbyssianChallenge1.coffee	gameSession	87
Challenge#constructor	app/sdk/challenges/challenge.coffee		58
Challenge#onEvent	app/sdk/challenges/challenge.coffee	event	72
Challenge#getEventBus	app/sdk/challenges/challenge.coffee		85
Challenge#getType	app/sdk/challenges/challenge.coffee		88
Challenge#getSkipMulligan	app/sdk/challenges/challenge.coffee		91
Challenge#getInstructions	app/sdk/challenges/challenge.coffee		99
Challenge#getCurrentInstruction	app/sdk/challenges/challenge.coffee		107
Challenge#getOpponentAgent	app/sdk/challenges/challenge.coffee		115
Challenge#getMyPlayerDeckData	app/sdk/challenges/challenge.coffee	gameSession	123
Challenge#getOpponentPlayerDeckData	app/sdk/challenges/challenge.coffee	gameSession	132
Challenge#setupSession	app/sdk/challenges/challenge.coffee	gameSession, player1Data, player2Data	140
Challenge#setupSessionModes	app/sdk/challenges/challenge.coffee	gameSession	219
Challenge#setupBoard	app/sdk/challenges/challenge.coffee	gameSession	227
Challenge#setupOpponentAgent	app/sdk/challenges/challenge.coffee	gameSession	234
Challenge#addInstructionToQueueForTurnIndex	app/sdk/challenges/challenge.coffee	turnIndex, instruction	259
Challenge#activateNextInstruction	app/sdk/challenges/challenge.coffee		271
Challenge#hasInstructionForGameTurn	app/sdk/challenges/challenge.coffee	gameTurnIndex	294
Challenge#_onStartTurn	app/sdk/challenges/challenge.coffee	e	298
Challenge#_snapShotChallengeIfNeeded	app/sdk/challenges/challenge.coffee		301
Challenge#_onValidateGameOver	app/sdk/challenges/challenge.coffee		312
Challenge#onChallengeLost	app/sdk/challenges/challenge.coffee		323
Challenge#challengeReset	app/sdk/challenges/challenge.coffee		331
Challenge#challengeRollback	app/sdk/challenges/challenge.coffee		338
Challenge#applyCardToBoard	app/sdk/challenges/challenge.coffee	cardOrCardData, boardX, boardY, ownerId	346
ChallengeFactory.challengeForType	app/sdk/challenges/challengeFactory.coffee	type	60
ChallengeFactory.getAllChallenges	app/sdk/challenges/challengeFactory.coffee		77
ChallengeFactory.getAllChallengeCategories	app/sdk/challenges/challengeFactory.coffee		154
ChallengeFactory.getCategoryForType	app/sdk/challenges/challengeFactory.coffee	categoryType	159
ChallengeFactory.getChallengesForCategoryType	app/sdk/challenges/challengeFactory.coffee	challengeCategoryType	164
ChallengeFactory.getChallengeForType	app/sdk/challenges/challengeFactory.coffee	challengeType	170
ChallengeFactory._buildChallengeRewards	app/sdk/challenges/challengeFactory.coffee		181
ChallengeFactory.getCardIdsRewardedForChallengeType	app/sdk/challenges/challengeFactory.coffee	type	264
ChallengeFactory.getGoldRewardedForChallengeType	app/sdk/challenges/challengeFactory.coffee	type	268
ChallengeFactory.getSpiritRewardedForChallengeType	app/sdk/challenges/challengeFactory.coffee	type	272
ChallengeFactory.getBoosterPacksRewardedForChallengeType	app/sdk/challenges/challengeFactory.coffee	type	276
ChallengeFactory.getFactionUnlockedRewardedForChallengeType	app/sdk/challenges/challengeFactory.coffee	type	280
ChallengeFactory.getRewardsObjectForChallengeType	app/sdk/challenges/challengeFactory.coffee	type	285
ChallengeRemote.loadAndCreateFromModelData	app/sdk/challenges/challengeRemote.coffee	modelAttributes	31
ChallengeRemote.createFromGameSessionData	app/sdk/challenges/challengeRemote.coffee	modelAttributes,data	46
ChallengeRemote#constructor	app/sdk/challenges/challengeRemote.coffee	data	76
ChallengeRemote#setupSession	app/sdk/challenges/challengeRemote.coffee	gameSession, player1Data, player2Data	87
ChallengeRemote#setupOpponentAgent	app/sdk/challenges/challengeRemote.coffee	gameSession	135
Instruction#constructor	app/sdk/challenges/instruction.coffee	params	64
Instruction#isValidSourcePosition	app/sdk/challenges/instruction.coffee	p	74
Instruction#isValidTargetPosition	app/sdk/challenges/instruction.coffee	p	82
Instruction#isValidHandIndex	app/sdk/challenges/instruction.coffee	handIndex	90
Instruction#onValidateAction	app/sdk/challenges/instruction.coffee	e	98
Instruction#_getFailureMessagePosition	app/sdk/challenges/instruction.coffee		107
Instruction.createEndTurnInstruction	app/sdk/challenges/instruction.coffee		117
Instruction.getPositionForHandIndex	app/sdk/challenges/instruction.coffee	index	146
AdvancedLyonarChallenge1#getMyPlayerDeckData	app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	gameSession	42
AdvancedLyonarChallenge1#getOpponentPlayerDeckData	app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	gameSession	50
AdvancedLyonarChallenge1#setupBoard	app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	gameSession	56
AdvancedLyonarChallenge1#setupOpponentAgent	app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	gameSession	88
AdvancedLyonarChallenge2#constructor	app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee		43
AdvancedLyonarChallenge2#getMyPlayerDeckData	app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	gameSession	47
AdvancedLyonarChallenge2#getOpponentPlayerDeckData	app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	gameSession	57
AdvancedLyonarChallenge2#setupBoard	app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	gameSession	63
AdvancedLyonarChallenge2#setupOpponentAgent	app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	gameSession	96
BeginnerLyonarChallenge1#getMyPlayerDeckData	app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	gameSession	39
BeginnerLyonarChallenge1#getOpponentPlayerDeckData	app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	gameSession	47
BeginnerLyonarChallenge1#setupBoard	app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	gameSession	53
BeginnerLyonarChallenge1#setupOpponentAgent	app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	gameSession	73
BeginnerLyonarChallenge2#getMyPlayerDeckData	app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	gameSession	39
BeginnerLyonarChallenge2#getOpponentPlayerDeckData	app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	gameSession	47
BeginnerLyonarChallenge2#setupBoard	app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	gameSession	53
BeginnerLyonarChallenge2#setupOpponentAgent	app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	gameSession	72
BeginnerLyonarChallenge3#getMyPlayerDeckData	app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	gameSession	41
BeginnerLyonarChallenge3#getOpponentPlayerDeckData	app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	gameSession	52
BeginnerLyonarChallenge3#setupBoard	app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	gameSession	58
BeginnerLyonarChallenge3#setupOpponentAgent	app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	gameSession	82
BeginnerLyonarChallenge4#getMyPlayerDeckData	app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	gameSession	40
BeginnerLyonarChallenge4#getOpponentPlayerDeckData	app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	gameSession	47
BeginnerLyonarChallenge4#setupBoard	app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	gameSession	53
BeginnerLyonarChallenge4#setupOpponentAgent	app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	gameSession	74
AdvancedMagmarChallenge1#getMyPlayerDeckData	app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	gameSession	42
AdvancedMagmarChallenge1#getOpponentPlayerDeckData	app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	gameSession	52
AdvancedMagmarChallenge1#setupBoard	app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	gameSession	58
AdvancedMagmarChallenge1#setupOpponentAgent	app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	gameSession	102
BeginnerMagmarChallenge1#getMyPlayerDeckData	app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	gameSession	41
BeginnerMagmarChallenge1#getOpponentPlayerDeckData	app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	gameSession	47
BeginnerMagmarChallenge1#setupBoard	app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	gameSession	53
BeginnerMagmarChallenge1#setupOpponentAgent	app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	gameSession	73
BeginnerMagmarChallenge2#constructor	app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee		42
BeginnerMagmarChallenge2#getMyPlayerDeckData	app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	gameSession	46
BeginnerMagmarChallenge2#getOpponentPlayerDeckData	app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	gameSession	55
BeginnerMagmarChallenge2#setupBoard	app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	gameSession	61
BeginnerMagmarChallenge2#setupOpponentAgent	app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	gameSession	90
BeginnerMagmarChallenge3#getMyPlayerDeckData	app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	gameSession	41
BeginnerMagmarChallenge3#getOpponentPlayerDeckData	app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	gameSession	48
BeginnerMagmarChallenge3#setupBoard	app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	gameSession	54
BeginnerMagmarChallenge3#setupOpponentAgent	app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	gameSession	80
BeginnerMagmarChallenge4#getMyPlayerDeckData	app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	gameSession	41
BeginnerMagmarChallenge4#getOpponentPlayerDeckData	app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	gameSession	49
BeginnerMagmarChallenge4#setupBoard	app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	gameSession	55
BeginnerMagmarChallenge4#setupOpponentAgent	app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	gameSession	84
MediumMagmarChallenge1#getMyPlayerDeckData	app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	gameSession	41
MediumMagmarChallenge1#getOpponentPlayerDeckData	app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	gameSession	51
MediumMagmarChallenge1#setupBoard	app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	gameSession	57
MediumMagmarChallenge1#setupOpponentAgent	app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	gameSession	84
Sandbox#setPlayer1DeckData	app/sdk/challenges/sandbox.coffee	player1Deck	22
Sandbox#getMyPlayerDeckData	app/sdk/challenges/sandbox.coffee		25
Sandbox#setPlayer2DeckData	app/sdk/challenges/sandbox.coffee	player2Deck	28
Sandbox#getOpponentPlayerDeckData	app/sdk/challenges/sandbox.coffee		31
Sandbox#setupSession	app/sdk/challenges/sandbox.coffee	gameSession	34
Sandbox#setupSessionModes	app/sdk/challenges/sandbox.coffee	gameSession	43
Sandbox#setupOpponentAgent	app/sdk/challenges/sandbox.coffee		47
SandboxDeveloper#setupSessionModes	app/sdk/challenges/sandboxDeveloper.coffee	gameSession	11
AdvancedSonghaiChallenge1#getMyPlayerDeckData	app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	gameSession	41
AdvancedSonghaiChallenge1#getOpponentPlayerDeckData	app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	gameSession	52
AdvancedSonghaiChallenge1#setupBoard	app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	gameSession	58
AdvancedSonghaiChallenge1#setupOpponentAgent	app/sdk/challenges/songhai/AdvancedSonghaiChallenge1.coffee	gameSession	84
BeginnerSonghaiChallenge1#getMyPlayerDeckData	app/sdk/challenges/songhai/BeginnerSonghaiChallenge1.coffee	gameSession	41
BeginnerSonghaiChallenge1#getOpponentPlayerDeckData	app/sdk/challenges/songhai/BeginnerSonghaiChallenge1.coffee	gameSession	51
BeginnerSonghaiChallenge1#setupBoard	app/sdk/challenges/songhai/BeginnerSonghaiChallenge1.coffee	gameSession	57
