class_name	parent_class	file	methods
ModifierDamageAreaAttack	Modifier	app/sdk/modifiers/modifierDamageAreaAttack.coffee	onBeforeAction
ModifierDamageBothGeneralsOnReplace	Modifier	app/sdk/modifiers/modifierDamageBothGeneralsOnReplace.coffee	createContextObject;onAction
ModifierDamageGeneralOnAttack	ModifierDealDamageWatch	app/sdk/modifiers/modifierDamageGeneralOnAttack.coffee	createContextObject;getDescription;onDealDamage
ModifierDealDamageWatch	Modifier	app/sdk/modifiers/modifierDealDamageWatch.coffee	onAction;onAfterCleanupAction;getIsActionRelevant;willDealDamage;onDealDamage;onAfterDealDamage
ModifierDealDamageWatchApplyModifiersToAllies	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchApplyModifiersToAllies.coffee	createContextObject;onAfterDealDamage
ModifierDealDamageWatchBuffSelf	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchBuffSelf.coffee	createContextObject;getDescription;onAfterDealDamage
ModifierDealDamageWatchControlEnemyMinionUntilEOT	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchControlEnemyMinionUntilEOT.coffee	onDealDamage
ModifierDealDamageWatchDamageJoinedEnemies	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchDamageJoinedEnemies.coffee	onDealDamage;damageEnemiesNearby
ModifierDealDamageWatchDrawCard	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchDrawCard.coffee	onDealDamage
ModifierDealDamageWatchHatchEggs	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchHatchEggs.coffee	onDealDamage
ModifierDealDamageWatchHealMyGeneral	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchHealMyGeneral.coffee	createContextObject;getDescription;onDealDamage
ModifierDealDamageWatchHealorDamageGeneral	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchHealorDamageGeneral.coffee	createContextObject;getDescription;onDealDamage
ModifierDealDamageWatchIfMinionHealMyGeneral	ModifierDealDamageWatchHealMyGeneral	app/sdk/modifiers/modifierDealDamageWatchIfMinionHealMyGeneral.coffee	onDealDamage
ModifierDealDamageWatchKillNeutralTarget	ModifierDealDamageWatchKillTarget	app/sdk/modifiers/modifierDealDamageWatchKillNeutralTarget.coffee	getIsActionRelevant;onDealDamage
ModifierDealDamageWatchKillTarget	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchKillTarget.coffee	onEvent;getIsActionRelevant;onDealDamage;onEntitiesInvolvedInAttack
ModifierDealDamageWatchKillTargetAndSelf	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchKillTargetAndSelf.coffee	onEvent;getIsActionRelevant;onDealDamage;onEntitiesInvolvedInAttack
ModifierDealDamageWatchModifyTarget	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchModifyTarget.coffee	createContextObject;getDescription;onDealDamage
ModifierDealDamageWatchRefreshSignatureCard	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchRefreshSignatureCard.coffee	onDealDamage
ModifierDealDamageWatchSpawnEntity	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchSpawnEntity.coffee	createContextObject;getDescription;onDealDamage;getCardDataOrIndexToSpawn;getSpawnOwnerId
ModifierDealDamageWatchTeleportEnemyToYourSide	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchTeleportEnemyToYourSide.coffee	onDealDamage
ModifierDealDamageWatchTeleportToMe	ModifierDealDamageWatch	app/sdk/modifiers/modifierDealDamageWatchTeleportToMe.coffee	onDealDamage
ModifierDealOrTakeDamageWatch	Modifier	app/sdk/modifiers/modifierDealOrTakeDamageWatch.coffee	onAction;getIsActionRelevant;willDealDamage;onDealOrTakeDamage
ModifierDealOrTakeDamageWatchRandomTeleportOther	ModifierDealOrTakeDamageWatch	app/sdk/modifiers/modifierDealOrTakeDamageWatchRandomTeleportOther.coffee	onDealOrTakeDamage;updateCachedState;getPrivateDefaults
ModifierDeathWatch	Modifier	app/sdk/modifiers/modifierDeathWatch.coffee	onAfterCleanupAction;onDeathWatch;getIsActionRelevant
ModifierDeathWatchBuffMinionsInHand	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchBuffMinionsInHand.coffee	createContextObject;onDeathWatch
ModifierDeathWatchBuffRandomMinionInHand	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchBuffRandomMinionInHand.coffee	createContextObject;getDescription;onDeathWatch
ModifierDeathWatchBuffSelf	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchBuffSelf.coffee	createContextObject;getDescription;onDeathWatch
ModifierDeathWatchDamageEnemyGeneralHealMyGeneral	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchDamageEnemyGeneralHealMyGeneral.coffee	createContextObject;getDescription;onDeathWatch
ModifierDeathWatchDamageRandomMinionHealMyGeneral	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchDamageRandomMinionHealMyGeneral.coffee	createContextObject;getDescription;onDeathWatch
ModifierDeathWatchDrawToXCards	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchDrawToXCards.coffee	createContextObject;getDescription;onDeathWatch
ModifierDeathWatchFriendlyMinionSwapAllegiance	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchFriendlyMinionSwapAllegiance.coffee	onDeathWatch
ModifierDeathWatchGainAttackEqualToEnemyAttack	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchGainAttackEqualToEnemyAttack.coffee	createContextObject;onDeathWatch
ModifierDeathWatchSpawnEntity	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchSpawnEntity.coffee	createContextObject;getDescription;onDeathWatch;getCardDataOrIndexToSpawn;getSpawnOwnerId
ModifierDeathWatchSpawnRandomDemon	ModifierDeathWatch	app/sdk/modifiers/modifierDeathWatchSpawnRandomDemon.coffee	createContextObject;onDeathWatch;getCardDataOrIndexToSpawn;getSpawnOwnerId
ModifierDestroyAtEndOfTurn	Modifier	app/sdk/modifiers/modifierDestroyAtEndOfTurn.coffee	createContextObject;getDescription;onExpire
ModifierDestructible	Modifier	app/sdk/modifiers/modifierDestructible.coffee	
ModifierDieSpawnNewGeneral	Modifier	app/sdk/modifiers/modifierDieSpawnNewGeneral.coffee	createContextObject;getPrivateDefaults;onAfterCleanupAction;onValidateAction;getCardDataOrIndexToSpawn;onSummonNewGeneral
ModifierDispelAreaAttack	Modifier	app/sdk/modifiers/modifierDispelAreaAttack.coffee	onBeforeAction
ModifierDispelOnAttack	Modifier	app/sdk/modifiers/modifierDispelOnAttack.coffee	onBeforeAction
ModifierDoomed	ModifierEndTurnWatch	app/sdk/modifiers/modifierDoomed.coffee	onTurnWatch
ModifierDoomed2	ModifierEndTurnWatch	app/sdk/modifiers/modifierDoomed2.coffee	onTurnWatch
ModifierDoomed3	ModifierEndTurnWatch	app/sdk/modifiers/modifierDoomed3.coffee	onTurnWatch
ModifierDoubleAttackStat	Modifier	app/sdk/modifiers/modifierDoubleAttackStat.coffee	constructor;onApplyToCardBeforeSyncState
ModifierDoubleDamageToEnemyMinions	Modifier	app/sdk/modifiers/modifierDoubleDamageToEnemyMinions.coffee	onEvent;getIsActionRelevant;_modifyAction;onModifyActionForExecution;onModifyActionForEntitiesInvolvedInAttack
ModifierDoubleDamageToGenerals	Modifier	app/sdk/modifiers/modifierDoubleDamageToGenerals.coffee	onEvent;getIsActionRelevant;_modifyAction;onModifyActionForExecution;onModifyActionForEntitiesInvolvedInAttack
ModifierDoubleDamageToMinions	Modifier	app/sdk/modifiers/modifierDoubleDamageToMinions.coffee	onEvent;getIsActionRelevant;_modifyAction;onModifyActionForExecution;onModifyActionForEntitiesInvolvedInAttack
ModifierDoubleDamageToStunnedEnemies	Modifier	app/sdk/modifiers/modifierDoubleDamageToStunnedEnemies.coffee	onEvent;getIsActionRelevant;_modifyAction;onModifyActionForExecution;onModifyActionForEntitiesInvolvedInAttack
ModifierDoubleHealthStat	Modifier	app/sdk/modifiers/modifierDoubleHealthStat.coffee	constructor;onApplyToCardBeforeSyncState
ModifierDrawCardWatch	Modifier	app/sdk/modifiers/modifierDrawCardWatch.coffee	onAction;onDrawCardWatch
ModifierDrawCardWatchBuffSelf	ModifierDrawCardWatch	app/sdk/modifiers/modifierDrawCardWatchBuffSelf.coffee	createContextObject;getDescription;onDrawCardWatch
ModifierDrawCardWatchCopySpell	ModifierDrawCardWatch	app/sdk/modifiers/modifierDrawCardWatchCopySpell.coffee	onDrawCardWatch
ModifierDyingWish	Modifier	app/sdk/modifiers/modifierDyingWish.coffee	onAction;onDyingWish
ModifierDyingWishAddCardToDeck	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishAddCardToDeck.coffee	createContextObject;onDyingWish
ModifierDyingWishApplyModifiers	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishApplyModifiers.coffee	createContextObject;onDyingWish;getAffectedEntities
ModifierDyingWishApplyModifiersRandomly	ModifierDyingWishApplyModifiers	app/sdk/modifiers/modifierDyingWishApplyModifiersRandomly.coffee	createContextObject;getAffectedEntities
ModifierDyingWishApplyModifiersToGenerals	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishApplyModifiersToGenerals.coffee	createContextObject;onDyingWish
ModifierDyingWishBonusMana	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishBonusMana.coffee	onDyingWish
ModifierDyingWishBonusManaCrystal	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishBonusManaCrystal.coffee	createContextObject;onDyingWish
ModifierDyingWishBuffEnemyGeneral	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishBuffEnemyGeneral.coffee	createContextObject;onDyingWish
ModifierDyingWishCorpseCombustion	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishCorpseCombustion.coffee	onDyingWish
ModifierDyingWishDagona	ModifierDyingWishSpawnEntity	app/sdk/modifiers/modifierDyingWishDagona.coffee	createContextObjectForClone;setCardDataOrIndexToSpawn;setSpawnOwnerId;getSpawnOwnerId
ModifierDyingWishDamageEnemyGeneralHealGeneral	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDamageEnemyGeneralHealGeneral.coffee	createContextObject;getDescription;onDyingWish
ModifierDyingWishDamageGeneral	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDamageGeneral.coffee	getAppliedDescription;onDyingWish
ModifierDyingWishDamageNearbyAllies	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDamageNearbyAllies.coffee	createContextObject;getDescription;onDyingWish
ModifierDyingWishDamageNearbyEnemies	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDamageNearbyEnemies.coffee	createContextObject;getDescription;onDyingWish
ModifierDyingWishDestroyManaCrystal	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDestroyManaCrystal.coffee	createContextObject;onDyingWish
ModifierDyingWishDestroyRandomEnemyNearby	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDestroyRandomEnemyNearby.coffee	onDyingWish
ModifierDyingWishDispelAllEnemyMinions	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDispelAllEnemyMinions.coffee	onDyingWish
ModifierDyingWishDispelNearestEnemy	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDispelNearestEnemy.coffee	onDyingWish
ModifierDyingWishDrawCard	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDrawCard.coffee	createContextObject;getDescription;onDyingWish
ModifierDyingWishDrawEnemyLegendaryArtifact	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDrawEnemyLegendaryArtifact.coffee	onDyingWish
ModifierDyingWishDrawMechazorCard	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDrawMechazorCard.coffee	onDyingWish
ModifierDyingWishDrawMinionsWithDyingWish	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDrawMinionsWithDyingWish.coffee	createContextObject;onDyingWish
ModifierDyingWishDrawRandomBattlePet	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDrawRandomBattlePet.coffee	onDyingWish
ModifierDyingWishDrawWishCard	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishDrawWishCard.coffee	onDyingWish
ModifierDyingWishEquipArtifactFromDeck	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishEquipArtifactFromDeck.coffee	createContextObject;getDescription;getPrivateDefaults;onDyingWish
ModifierDyingWishGoldenGuide	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishGoldenGuide.coffee	onDyingWish
ModifierDyingWishInfest	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishInfest.coffee	onDyingWish
ModifierDyingWishLoseGame	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishLoseGame.coffee	onDyingWish
ModifierDyingWishPutCardInHand	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishPutCardInHand.coffee	createContextObject;getDescription;onDyingWish
ModifierDyingWishPutCardInHandClean	ModifierDyingWishPutCardInHand	app/sdk/modifiers/modifierDyingWishPutCardInHandClean.coffee	getDescription
ModifierDyingWishPutCardInOpponentHand	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishPutCardInOpponentHand.coffee	createContextObject;onDyingWish
ModifierDyingWishReSpawnEntityAnywhere	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishReSpawnEntityAnywhere.coffee	createContextObject;onDyingWish
ModifierDyingWishReduceManaCostOfDyingWish	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishReduceManaCostOfDyingWish.coffee	createContextObject;onDyingWish
ModifierDyingWishRespawnEntity	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishRespawnEntity.coffee	onDyingWish
ModifierDyingWishSpawnEgg	ModifierDyingWishSpawnEntity	app/sdk/modifiers/modifierDyingWishSpawnEgg.coffee	createContextObject;getDescription;onDyingWish
ModifierDyingWishSpawnEntity	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishSpawnEntity.coffee	createContextObject;getDescription;onDyingWish;getCardDataOrIndexToSpawn;getSpawnOwnerId
ModifierDyingWishSpawnEntityAnywhere	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishSpawnEntityAnywhere.coffee	createContextObject;onDyingWish
ModifierDyingWishSpawnEntityInCorner	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishSpawnEntityInCorner.coffee	createContextObject;getDescription;onDyingWish
ModifierDyingWishSpawnEntityNearbyGeneral	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishSpawnEntityNearbyGeneral.coffee	createContextObject;getDescription;onDyingWish
ModifierDyingWishSpawnRandomEntity	ModifierDyingWishSpawnEntity	app/sdk/modifiers/modifierDyingWishSpawnRandomEntity.coffee	createContextObject;getCardDataOrIndexToSpawn
ModifierDyingWishSpawnTile	ModifierDyingWishSpawnEntity	app/sdk/modifiers/modifierDyingWishSpawnTile.coffee	getDescription
ModifierDyingWishSpawnTileAnywhere	ModifierDyingWishSpawnEntityAnywhere	app/sdk/modifiers/modifierDyingWishSpawnTileAnywhere.coffee	getDescription
ModifierDyingWishSpawnTribal	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishSpawnTribal.coffee	onDyingWish
ModifierDyingWishSpawnUnitFromOpponentsDeck	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishSpawnUnitFromOpponentsDeck.coffee	createContextObject;getDescription;getPrivateDefaults;onDyingWish
ModifierDyingWishTransformRandomMinion	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishTransformRandomMinion.coffee	createContextObject;onDyingWish
ModifierDyingWishXho	ModifierDyingWish	app/sdk/modifiers/modifierDyingWishXho.coffee	onDyingWish
ModifierDynamicCountModifySelf	Modifier	app/sdk/modifiers/modifierDynamicCountModifySelf.coffee	getDescription;getPrivateDefaults;onDeactivate;updateCachedStateAfterActive;_onRemoveAura;removeSubModifiers;_onAddAura;addSubModifiers;getCurrentCount
ModifierDynamicCountModifySelfByShadowTilesOnBoard	ModifierDynamicCountModifySelf	app/sdk/modifiers/modifierDynamicCountModifySelfByShadowTilesOnBoard.coffee	createContextObject;getDescription;getCurrentCount
ModifierDynamicCountModifySelfCostByBattlePetsOnBoard	ModifierDynamicCountModifySelf	app/sdk/modifiers/modifierDynamicCountModifySelfCostByBattlePetsOnBoard.coffee	createContextObject;getDescription;getCurrentCount
ModifierEgg	ModifierRemoveAndReplaceEntity	app/sdk/modifiers/modifierEgg.coffee	createContextObject;getDescription;onActivate;onApplyToCardBeforeSyncState;onChangeOwner;updateDurationForOwner;replace
ModifierElkowl	ModifierOpeningGambit	app/sdk/modifiers/modifierElkowl.coffee	createContextObject;onOpeningGambit
ModifierEndEveryTurnWatch	Modifier	app/sdk/modifiers/modifierEndEveryTurnWatch.coffee	onActivate;onEndTurn;onTurnWatch
ModifierEndEveryTurnWatchDamageOwner	ModifierEndEveryTurnWatch	app/sdk/modifiers/modifierEndEveryTurnWatchDamageOwner.coffee	createContextObject;getDescription;onTurnWatch
ModifierEndTurnWatch	Modifier	app/sdk/modifiers/modifierEndTurnWatch.coffee	onActivate;onEndTurn;onTurnWatch
ModifierEndTurnWatchAnyPlayer	Modifier	app/sdk/modifiers/modifierEndTurnWatchAnyPlayer.coffee	onActivate;onEndTurn;onTurnWatch
ModifierEndTurnWatchAnyPlayerHsuku	ModifierEndTurnWatchAnyPlayer	app/sdk/modifiers/modifierEndTurnWatchAnyPlayerHsuku.coffee	createContextObject;onTurnWatch
ModifierEndTurnWatchAnyPlayerPullRandomUnits	ModifierEndTurnWatchAnyPlayer	app/sdk/modifiers/modifierEndTurnWatchAnyPlayerPullRandomUnits.coffee	onTurnWatch;positionsAreNearby
ModifierEndTurnWatchApplyModifiers	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchApplyModifiers.coffee	createContextObject;getDescription;onTurnWatch;getAffectedEntities
ModifierEndTurnWatchApplyModifiersRandomly	ModifierEndTurnWatchApplyModifiers	app/sdk/modifiers/modifierEndTurnWatchApplyModifiersRandomly.coffee	createContextObject;getAffectedEntities
ModifierEndTurnWatchDamageAllMinions	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchDamageAllMinions.coffee	createContextObject;getDescription;onTurnWatch
ModifierEndTurnWatchDamageNearbyEnemy	ModifierEndTurnWatch	app/sdk/modifiers/modifierEndTurnWatchDamageNearbyEnemy.coffee	createContextObject;getDescription;onTurnWatch
ModifierEndTurnWatchDamagePlayerBasedOnRemainingMana	ModifierEndEveryTurnWatch	app/sdk/modifiers/modifierEndTurnWatchDamagePlayerBasedOnRemainingMana.coffee	createContextObject;getDescription;onTurnWatch
