rsx_key	frameDelay	framePrefix
f4BloodmoonDamage	0.08	f4_bloodmoon_hit_
f4BloodmoonDeath	0.08	f4_bloodmoon_death_
f4BloodmoonIdle	0.08	f4_bloodmoon_idle_
f4BloodmoonRun	0.08	f4_bloodmoon_run_
f4BuildMinionAttack	0.08	f4_buildminion_attack_
f4BuildMinionBreathing	0.12	f4_buildminion_breathing_
f4BuildMinionDeath	0.08	f4_buildminion_death_
f4BuildMinionHit	0.08	f4_buildminion_hit_
f4BuildMinionIdle	0.08	f4_buildminion_idle_
f4CrawlerAttack	0.08	f4_crawler_attack_
f4CrawlerBreathing	0.14	f4_crawler_breathing_
f4CrawlerDamage	0.08	f4_crawler_damage_
f4CrawlerDeath	0.08	f4_crawler_death_
f4CrawlerIdle	0.08	f4_crawler_idle_
f4CrawlerRun	0.08	f4_crawler_run_
f4CreepDemonAttack	0.08	f4_creepydemon_attack_
f4CreepDemonBreathing	0.12	f4_creepydemon_breathing_
f4CreepDemonDeath	0.08	f4_creepydemon_death_
f4CreepDemonHit	0.08	f4_creepydemon_hit_
f4CreepDemonIdle	0.08	f4_creepydemon_idle_
f4CreepDemonRun	0.08	f4_creepydemon_run_
f4DaemonDeepAttack	0.08	f4_daemondeep_attack_
f4DaemonDeepBreathing	0.13	f4_daemondeep_breathing_
f4DaemonDeepDamage	0.08	f4_daemondeep_hit_
f4DaemonDeepDeath	0.08	f4_daemondeep_death_
f4DaemonDeepIdle	0.08	f4_daemondeep_idle_
f4DaemonDeepRun	0.08	f4_daemondeep_run_
f4DaemonGateAttack	0.08	f4_daemongate_attack_
f4DaemonGateBreathing	0.11	f4_daemongate_breathing_
f4DaemonGateDamage	0.08	f4_daemongate_hit_
f4DaemonGateDeath	0.08	f4_daemongate_death_
f4DaemonGateIdle	0.08	f4_daemongate_idle_
f4DaemonGateRun	0.08	f4_daemongate_run_
f4DarkspineAttack	0.08	f4_darkspine_attack_
f4DarkspineBreathing	0.14	f4_darkspine_breathing_
f4DarkspineDamage	0.08	f4_darkspine_hit_
f4DarkspineDeath	0.08	f4_darkspine_death_
f4DarkspineIdle	0.08	f4_darkspine_idle_
f4DarkspineRun	0.08	f4_darkspine_run_
f4DeathKnellAttack	0.08	f4_deathknell_attack_
f4DeathKnellBreathing	0.09	f4_deathknell_breathing_
f4DeathKnellDeath	0.08	f4_deathknell_death_
f4DeathKnellHit	0.08	f4_deathknell_hit_
f4DeathKnellIdle	0.08	f4_deathknell_idle_
f4DeathKnellRun	0.08	f4_deathknell_run_
f4DemonEternityAttack	0.08	f4_demonofeternity_attack_
f4DemonEternityBreathing	0.12	f4_demonofeternity_breathing_
f4DemonEternityDeath	0.08	f4_demonofeternity_death_
f4DemonEternityHit	0.08	f4_demonofeternity_hit_
f4DemonEternityIdle	0.08	f4_demonofeternity_idle_
f4DemonEternityRun	0.08	f4_demonofeternity_run_
f4DesolaterAttack	0.08	f4_desolater_attack_
f4DesolaterBreathing	0.09	f4_desolater_breathing_
f4DesolaterDeath	0.08	f4_desolater_death_
f4DesolaterHit	0.08	f4_desolater_hit_
f4DesolaterIdle	0.08	f4_desolater_idle_
f4DesolaterRun	0.08	f4_desolater_run_
f4EngulfingShadowAttack	0.08	f4_engulfingshadow_attack_
f4EngulfingShadowBreathing	0.12	f4_engulfingshadow_breathing_
f4EngulfingShadowDamage	0.08	f4_engulfingshadow_hit_
f4EngulfingShadowDeath	0.08	f4_engulfingshadow_death_
f4EngulfingShadowIdle	0.08	f4_engulfingshadow_idle_
f4EngulfingShadowRun	0.08	f4_engulfingshadow_run_
f4FallenAspectAttack	0.08	f4_fallenaspect_attack_
f4FallenAspectBreathing	0.12	f4_fallenaspect_breathing_
f4FallenAspectDeath	0.08	f4_fallenaspect_death_
f4FallenAspectHit	0.08	f4_fallenaspect_hit_
f4FallenAspectIdle	0.08	f4_fallenaspect_idle_
f4FallenAspectRun	0.08	f4_fallenaspect_run_
f4FiendAttack	0.08	f4_remora_attack_
f4FiendBreathing	0.09	f4_remora_breathing_
f4FiendDeath	0.08	f4_remora_death_
f4FiendHit	0.08	f4_remora_hit_
f4FiendIdle	0.08	f4_remora_idle_
f4FiendRun	0.08	f4_remora_run_
f4FurosaAttack	0.08	f4_furosa_attack_
f4FurosaBreathing	0.09	f4_furosa_breathing_
f4FurosaDeath	0.08	f4_furosa_death_
f4FurosaHit	0.08	f4_furosa_hit_
f4FurosaIdle	0.08	f4_furosa_idle_
f4FurosaRun	0.08	f4_furosa_run_
f4GeneralAttack	0.08	f4_general_attack_
f4GeneralBreathing	0.14	f4_general_breathing_
f4GeneralCast	0.08	f4_general_cast_
f4GeneralCastEnd	0.08	f4_general_castend_
f4GeneralCastLoop	0.08	f4_general_castloop_
f4GeneralCastStart	0.08	f4_general_caststart_
f4GeneralDamage	0.08	f4_general_hit_
f4GeneralDeath	0.08	f4_general_death_
f4GeneralIdle	0.08	f4_general_idle_
f4GeneralRun	0.07	f4_general_run_
f4GeneralTier2Attack	0.08	f4_tier2general_attack_
f4GeneralTier2Breathing	0.14	f4_tier2general_breathing_
f4GeneralTier2Cast	0.08	f4_tier2general_cast_
f4GeneralTier2CastEnd	0.08	f4_tier2general_castend_
f4GeneralTier2CastLoop	0.08	f4_tier2general_castloop_
f4GeneralTier2CastStart	0.08	f4_tier2general_caststart_
f4GeneralTier2Damage	0.08	f4_tier2general_hit_
f4GeneralTier2Death	0.08	f4_tier2general_death_
f4GeneralTier2Idle	0.08	f4_tier2general_idle_
f4GeneralTier2Run	0.07	f4_tier2general_run_
f4GloomchaserAttack	0.08	f4_gloomchaser_attack_
f4GloomchaserBreathing	0.12	f4_gloomchaser_breathing_
f4GloomchaserDamage	0.08	f4_gloomchaser_damage_
f4GloomchaserDeath	0.08	f4_gloomchaser_death_
f4GloomchaserIdle	0.08	f4_gloomchaser_idle_
f4GloomchaserProjectile	0.08	f4_gloomchaser_projectile_
f4GloomchaserRun	0.08	f4_gloomchaser_run_
f4GorAttack	0.08	f4_gor_attack_
f4GorBreathing	0.09	f4_gor_breathing_
f4GorDeath	0.08	f4_gor_death_
f4GorHit	0.08	f4_gor_hit_
f4GorIdle	0.08	f4_gor_idle_
f4GorRun	0.08	f4_gor_run_
f4GrandmasterVariaxAttack	0.08	f4_grandmastervariax_attack_
f4GrandmasterVariaxBreathing	0.09	f4_grandmastervariax_breathing_
f4GrandmasterVariaxDeath	0.08	f4_grandmastervariax_death_
f4GrandmasterVariaxHit	0.08	f4_grandmastervariax_hit_
f4GrandmasterVariaxIdle	0.08	f4_grandmastervariax_idle_
f4GrandmasterVariaxRun	0.08	f4_grandmastervariax_run_
f4HorrorAttack	0.08	f4_horror_attack_
f4HorrorBreathing	0.09	f4_horror_breathing_
f4HorrorBursterAttack	0.08	f4_horrorburster_attack_
f4HorrorBursterBreathing	0.09	f4_horrorburster_breathing_
f4HorrorBursterDeath	0.08	f4_horrorburster_death_
f4HorrorBursterHit	0.08	f4_horrorburster_hit_
f4HorrorBursterIdle	0.08	f4_horrorburster_idle_
f4HorrorBursterRun	0.08	f4_horrorburster_run_
f4HorrorDeath	0.08	f4_horror_death_
f4HorrorHit	0.08	f4_horror_hit_
f4HorrorIdle	0.08	f4_horror_idle_
f4HorrorRun	0.08	f4_horror_run_
f4HuskAttack	0.08	f4_husk_attack_
f4HuskBreathing	0.12	f4_husk_breathing_
f4HuskDeath	0.08	f4_husk_death_
f4HuskHit	0.08	f4_husk_hit_
f4HuskIdle	0.08	f4_husk_idle_
f4HuskRun	0.08	f4_husk_run_
f4IVGeneralTier2Attack	0.08	f4_maehvmk2_attack_
f4IVGeneralTier2Breathing	0.12	f4_maehvmk2_breathing_
f4IVGeneralTier2Cast	0.08	f4_maehvmk2_cast_
f4IVGeneralTier2CastEnd	0.08	f4_maehvmk2_castend_
f4IVGeneralTier2CastLoop	0.08	f4_maehvmk2_castloop_
f4IVGeneralTier2CastStart	0.08	f4_maehvmk2_caststart_
f4IVGeneralTier2Damage	0.08	f4_maehvmk2_hit_
f4IVGeneralTier2Death	0.08	f4_maehvmk2_death_
f4IVGeneralTier2Idle	0.08	f4_maehvmk2_idle_
f4IVGeneralTier2Run	0.08	f4_maehvmk2_run_
f4JuggernautAttack	0.08	f4_juggernaut_attack_
f4JuggernautBreathing	0.12	f4_juggernaut_breathing_
f4JuggernautDamage	0.08	f4_juggernaut_hit_
f4JuggernautDeath	0.08	f4_juggernaut_death_
f4JuggernautIdle	0.08	f4_juggernaut_idle_
f4JuggernautRun	0.08	f4_juggernaut_run_
f4KlaxonAttack	0.08	f4_klaxon_attack_
f4KlaxonBreathing	0.09	f4_klaxon_breathing_
f4KlaxonDeath	0.08	f4_klaxon_death_
f4KlaxonHit	0.08	f4_klaxon_hit_
f4KlaxonIdle	0.08	f4_klaxon_idle_
f4KlaxonRun	0.08	f4_klaxon_run_
f4LimboDwellerAttack	0.08	f4_limbodweller_attack_
f4LimboDwellerBreathing	0.12	f4_limbodweller_breathing_
f4LimboDwellerDeath	0.08	f4_limbodweller_death_
f4LimboDwellerHit	0.08	f4_limbodweller_hit_
f4LimboDwellerIdle	0.08	f4_limbodweller_idle_
f4LimboDwellerRun	0.08	f4_limbodweller_run_
f4MechAttack	0.08	f4_mech_attack_
f4MechBreathing	0.12	f4_mech_breathing_
f4MechDeath	0.08	f4_mech_death_
f4MechHit	0.08	f4_mech_hit_
f4MechIdle	0.08	f4_mech_idle_
f4MechRun	0.08	f4_mech_run_
f4MegaFiendAttack	0.08	f4_megafiend_attack_
f4MegaFiendBreathing	0.09	f4_megafiend_breathing_
f4MegaFiendDeath	0.08	f4_megafiend_death_
f4MegaFiendHit	0.08	f4_megafiend_hit_
f4MegaFiendIdle	0.08	f4_megafiend_idle_
f4MegaFiendRun	0.08	f4_megafiend_run_
f4MiniMinionAttack	0.08	f4_miniminion_attack_
f4MiniMinionBreathing	0.12	f4_miniminion_breathing_
f4MiniMinionDeath	0.08	f4_miniminion_death_
f4MiniMinionHit	0.08	f4_miniminion_hit_
f4MiniMinionIdle	0.08	f4_miniminion_idle_
f4MiniMinionRun	0.08	f4_miniminion_run_
f4MistressOfCommandsAttack	0.08	f4_mistressofcommands_attack_
f4MistressOfCommandsBreathing	0.09	f4_mistressofcommands_breathing_
f4MistressOfCommandsDeath	0.08	f4_mistressofcommands_death_
f4MistressOfCommandsHit	0.08	f4_mistressofcommands_hit_
f4MistressOfCommandsIdle	0.08	f4_mistressofcommands_idle_
f4MistressOfCommandsRun	0.08	f4_mistressofcommands_run_
f4MoonriderAttack	0.08	f4_moonrider_attack_
f4MoonriderBreathing	0.12	f4_moonrider_breathing_
f4MoonriderDeath	0.08	f4_moonrider_death_
f4MoonriderHit	0.08	f4_moonrider_hit_
f4MoonriderIdle	0.08	f4_moonrider_idle_
f4MoonriderRun	0.08	f4_moonrider_run_
f4NightFiendAttack	0.08	f4_nightfiend_attack_
f4NightFiendBreathing	0.09	f4_nightfiend_breathing_
f4NightFiendDeath	0.08	f4_nightfiend_death_
f4NightFiendHit	0.08	f4_nightfiend_hit_
f4NightFiendIdle	0.08	f4_nightfiend_idle_
f4NightFiendRun	0.08	f4_nightfiend_run_
f4NightshroudAttack	0.08	f4_creepmangler_attack_
f4NightshroudBreathing	0.09	f4_creepmangler_breathing_
f4NightshroudDeath	0.08	f4_creepmangler_death_
f4NightshroudHit	0.08	f4_creepmangler_hit_
f4NightshroudIdle	0.08	f4_creepmangler_idle_
f4NightshroudRun	0.08	f4_creepmangler_run_
f4NightsorrowAttack	0.08	f4_nightsorrow_attack_
f4NightsorrowBreathing	0.12	f4_nightsorrow_breathing_
f4NightsorrowDamage	0.08	f4_nightsorrow_hit_
f4NightsorrowDeath	0.08	f4_nightsorrow_death_
f4NightsorrowIdle	0.08	f4_nightsorrow_idle_
f4NightsorrowRun	0.08	f4_nightsorrow_run_
f4NocturneAttack	0.08	f4_nocturn_attack_
f4NocturneBreathing	0.09	f4_nocturn_breathing_
f4NocturneDeath	0.08	f4_nocturn_death_
f4NocturneHit	0.08	f4_nocturn_hit_
f4NocturneIdle	0.08	f4_nocturn_idle_
f4NocturneRun	0.08	f4_nocturn_run_
f4OozAttack	0.08	f4_ooz_attack_
f4OozBreathing	0.09	f4_ooz_breathing_
f4OozDeath	0.08	f4_ooz_death_
f4OozHit	0.08	f4_ooz_hit_
f4OozIdle	0.08	f4_ooz_idle_
f4OozRun	0.08	f4_ooz_run_
f4PhantasmAttack	0.08	f4_phantasm_attack_
f4PhantasmBreathing	0.09	f4_phantasm_breathing_
f4PhantasmDeath	0.08	f4_phantasm_death_
f4PhantasmHit	0.08	f4_phantasm_hit_
f4PhantasmIdle	0.08	f4_phantasm_idle_
f4PhantasmRun	0.08	f4_phantasm_run_
f4PlagueDoctorAttack	0.08	f4_plaguedr_attack_
f4PlagueDoctorBreathing	0.12	f4_plaguedr_breathing_
f4PlagueDoctorDeath	0.08	f4_plaguedr_death_
f4PlagueDoctorHit	0.08	f4_plaguedr_hit_
f4PlagueDoctorIdle	0.08	f4_plaguedr_idle_
f4PlagueDoctorRun	0.08	f4_plaguedr_run_
f4ReaperNineMoonsAttack	0.08	f4_reaperninemoons_attack_
f4ReaperNineMoonsBreathing	0.12	f4_reaperninemoons_breathing_
f4ReaperNineMoonsDamage	0.08	f4_reaperninemoons_hit_
f4ReaperNineMoonsDeath	0.08	f4_reaperninemoons_death_
f4ReaperNineMoonsIdle	0.08	f4_reaperninemoons_idle_
f4ReaperNineMoonsRun	0.08	f4_reaperninemoons_run_
f4ShadowPortalAttack	0.08	f4_buildlegendary_attack_
f4ShadowPortalBreathing	0.12	f4_buildlegendary_breathing_
f4ShadowPortalDeath	0.08	f4_buildlegendary_death_
f4ShadowPortalHit	0.08	f4_buildlegendary_hit_
f4ShadowPortalIdle	0.08	f4_buildlegendary_idle_
f4ShadowdancerAttack	0.08	f4_shadowdancer_attack_
f4ShadowdancerBreathing	0.14	f4_shadowdancer_breathing_
f4ShadowdancerDamage	0.08	f4_shadowdancer_hit_
f4ShadowdancerDeath	0.08	f4_shadowdancer_death_
f4ShadowdancerIdle	0.08	f4_shadowdancer_idle_
f4ShadowdancerRun	0.08	f4_shadowdancer_run_
f4SirenAttack	0.08	f4_siren_attack_
f4SirenBreathing	0.14	f4_siren_breathing_
f4SirenDamage	0.08	f4_siren_hit_
f4SirenDeath	0.08	f4_siren_death_
f4SirenIdle	0.08	f4_siren_idle_
f4SirenRun	0.08	f4_siren_run_
f4SisterAttack	0.08	f4_sister_attack_
f4SisterBreathing	0.1	f4_sister_breathing_
f4SisterDeath	0.08	f4_sister_death_
f4SisterHit	0.08	f4_sister_hit_
f4SisterIdle	0.08	f4_sister_idle_
f4SisterRun	0.08	f4_sister_run_
f4SkullcasterAttack	0.08	f4_skullcaster_attack_
f4SkullcasterBreathing	0.09	f4_skullcaster_breathing_
f4SkullcasterDeath	0.08	f4_skullcaster_death_
f4SkullcasterHit	0.08	f4_skullcaster_hit_
f4SkullcasterIdle	0.08	f4_skullcaster_idle_
f4SkullcasterRun	0.08	f4_skullcaster_run_
f4SpectralRevenantAttack	0.08	f4_daemonvoid_attack_
f4SpectralRevenantBreathing	0.14	f4_daemonvoid_breathing_
f4SpectralRevenantDamage	0.08	f4_daemonvoid_hurt_
f4SpectralRevenantDeath	0.08	f4_daemonvoid_death_
f4SpectralRevenantIdle	0.08	f4_daemonvoid_idle_
f4SpectralRevenantRun	0.08	f4_daemonvoid_run_
f4StygianObserverAttack	0.08	f4_sinergyunit_attack_
f4StygianObserverBreathing	0.12	f4_sinergyunit_breathing_
f4StygianObserverDeath	0.08	f4_sinergyunit_death_
f4StygianObserverHit	0.08	f4_sinergyunit_hit_
f4StygianObserverIdle	0.08	f4_sinergyunit_idle_
f4StygianObserverRun	0.08	f4_sinergyunit_run_
f4ThirdGeneralAttack	0.08	f4_3rdgeneral_attack_
f4ThirdGeneralBreathing	0.12	f4_3rdgeneral_breathing_
f4ThirdGeneralCast	0.08	f4_3rdgeneral_cast_
f4ThirdGeneralCastEnd	0.08	f4_3rdgeneral_castend_
f4ThirdGeneralCastLoop	0.08	f4_3rdgeneral_castloop_
f4ThirdGeneralCastStart	0.08	f4_3rdgeneral_caststart_
f4ThirdGeneralDeath	0.08	f4_3rdgeneral_death_
f4ThirdGeneralHit	0.08	f4_3rdgeneral_hit_
f4ThirdGeneralIdle	0.08	f4_3rdgeneral_idle_
f4ThirdGeneralRun	0.08	f4_3rdgeneral_run_
f4UnderworldBruteAttack	0.08	f4_underworldbrute_attack_
f4UnderworldBruteBreathing	0.12	f4_underworldbrute_breathing_
f4UnderworldBruteDeath	0.08	f4_underworldbrute_death_
f4UnderworldBruteHit	0.08	f4_underworldbrute_hit_
f4UnderworldBruteIdle	0.08	f4_underworldbrute_idle_
f4UnderworldBruteRun	0.08	f4_underworldbrute_run_
f4VoidTalonAttack	0.08	f4_buildcommon_attack_
f4VoidTalonBreathing	0.12	f4_buildcommon_breathing_
f4VoidTalonDeath	0.08	f4_buildcommon_death_
f4VoidTalonHit	0.08	f4_buildcommon_hit_
f4VoidTalonIdle	0.08	f4_buildcommon_idle_
f4VoidTalonRun	0.08	f4_buildcommon_run_
f4WhistlingHarvesterAttack	0.08	f4_pitstrider_attack_
f4WhistlingHarvesterBreathing	0.12	f4_pitstrider_breathing_
f4WhistlingHarvesterDeath	0.08	f4_pitstrider_death_
f4WhistlingHarvesterHit	0.08	f4_pitstrider_hit_
f4WhistlingHarvesterIdle	0.08	f4_pitstrider_idle_
f4WhistlingHarvesterRun	0.08	f4_pitstrider_run_
f4_runes	0.1	f4_rune_
f5AltGeneralAttack	0.08	f5_altgeneral_attack_
f5AltGeneralBreathing	0.12	f5_altgeneral_breathing_
f5AltGeneralCast	0.08	f5_altgeneral_casting_
f5AltGeneralCastEnd	0.08	f5_altgeneral_castend_
f5AltGeneralCastLoop	0.08	f5_altgeneral_castloop_
f5AltGeneralCastStart	0.08	f5_altgeneral_caststart_
f5AltGeneralDeath	0.08	f5_altgeneral_death_
f5AltGeneralHit	0.08	f5_altgeneral_hit_
f5AltGeneralIdle	0.08	f5_altgeneral_idle_
f5AltGeneralRun	0.08	f5_altgeneral_run_
f5AltGeneralTier2Attack	0.08	f5_altgeneraltier2_attack_
f5AltGeneralTier2Breathing	0.12	f5_altgeneraltier2_breathing_
f5AltGeneralTier2Cast	0.08	f5_altgeneraltier2_cast_
f5AltGeneralTier2CastEnd	0.08	f5_altgeneraltier2_castend_
f5AltGeneralTier2CastLoop	0.08	f5_altgeneraltier2_castloop_
f5AltGeneralTier2CastStart	0.08	f5_altgeneraltier2_caststart_
f5AltGeneralTier2Death	0.08	f5_altgeneraltier2_death_
f5AltGeneralTier2Hit	0.08	f5_altgeneraltier2_hit_
f5AltGeneralTier2Idle	0.08	f5_altgeneraltier2_idle_
f5AltGeneralTier2Run	0.08	f5_altgeneraltier2_run_
f5AnkylosAttack	0.08	f5_ankylos_attack_
f5AnkylosBreathing	0.12	f5_ankylos_breathing_
f5AnkylosDeath	0.08	f5_ankylos_death_
f5AnkylosHit	0.08	f5_ankylos_hit_
f5AnkylosIdle	0.08	f5_ankylos_idle_
f5AnkylosRun	0.08	f5_ankylos_run_
f5ArmadaAttack	0.08	f5_armada_attack_
f5ArmadaBreathing	0.12	f5_armada_breathing_
f5ArmadaDeath	0.08	f5_armada_death_
f5ArmadaHit	0.08	f5_armada_hit_
f5ArmadaIdle	0.08	f5_armada_idle_
f5ArmadaRun	0.08	f5_armada_run_
f5BioHulkAttack	0.08	f5_buildcommon_attack_
f5BioHulkBreathing	0.12	f5_buildcommon_breathing_
f5BioHulkDeath	0.08	f5_buildcommon_death_
f5BioHulkHit	0.08	f5_buildcommon_hit_
f5BioHulkIdle	0.08	f5_buildcommon_idle_
f5BioHulkRun	0.08	f5_buildcommon_run_
f5BrundlebeastAttack	0.08	f5_brundlbeast_attack_
f5BrundlebeastBreathing	0.12	f5_brundlbeast_breathing_
f5BrundlebeastDeath	0.08	f5_brundlbeast_death_
f5BrundlebeastHit	0.08	f5_brundlbeast_hit_
f5BrundlebeastIdle	0.08	f5_brundlbeast_idle_
f5BrundlebeastRun	0.08	f5_brundlbeast_run_
f5BuildMinionAttack	0.08	f5_buildminion_attack_
f5BuildMinionBreathing	0.12	f5_buildminion_breathing_
f5BuildMinionDeath	0.08	f5_buildminion_death_
f5BuildMinionHit	0.08	f5_buildminion_hit_
f5BuildMinionIdle	0.08	f5_buildminion_idle_
f5BurstLizardAttack	0.08	f5_oxalaia_attack_
f5BurstLizardBreathing	0.12	f5_oxalaia_breathing_
f5BurstLizardDeath	0.08	f5_oxalaia_death_
f5BurstLizardHit	0.08	f5_oxalaia_hit_
f5BurstLizardIdle	0.08	f5_oxalaia_idle_
f5BurstLizardRun	0.08	f5_oxalaia_run_
f5DinomancerAttack	0.08	f5_mythronquest_attack_
f5DinomancerBreathing	0.12	f5_mythronquest_breathing_
f5DinomancerDeath	0.08	f5_mythronquest_death_
f5DinomancerHit	0.08	f5_mythronquest_hit_
f5DinomancerIdle	0.08	f5_mythronquest_idle_
f5DinomancerRun	0.08	f5_mythronquest_run_
f5DreadnaughtAttack	0.08	f5_dreadnaught_attack_
f5DreadnaughtBreathing	0.09	f5_dreadnaught_breathing_
f5DreadnaughtDeath	0.08	f5_dreadnaught_death_
f5DreadnaughtHit	0.08	f5_dreadnaught_hit_
f5DreadnaughtIdle	0.08	f5_dreadnaught_idle_
f5DreadnaughtRun	0.08	f5_dreadnaught_run_
f5DrogonAttack	0.08	f5_drogon_attack_
f5DrogonBreathing	0.09	f5_drogon_breathing_
f5DrogonDeath	0.08	f5_drogon_death_
f5DrogonHit	0.08	f5_drogon_hit_
f5DrogonIdle	0.08	f5_drogon_idle_
f5DrogonRun	0.08	f5_drogon_run_
f5EarthwalkerAttack	0.08	f5_earthwalker_attack_
f5EarthwalkerBreathing	0.12	f5_earthwalker_breathing_
f5EarthwalkerDamage	0.08	f5_earthwalker_hit_
f5EarthwalkerDeath	0.08	f5_earthwalker_death_
f5EarthwalkerIdle	0.08	f5_earthwalker_idle_
f5EarthwalkerRun	0.08	f5_earthwalker_run_
f5ElderSilitharAttack	0.08	f5_silitharelder_attack_
f5ElderSilitharBreathing	0.13	f5_silitharelder_breathing_
f5ElderSilitharDamage	0.08	f5_silitharelder_hit_
f5ElderSilitharDeath	0.08	f5_silitharelder_death_
f5ElderSilitharIdle	0.08	f5_silitharelder_idle_
f5ElderSilitharRun	0.08	f5_silitharelder_run_
f5ErraticRaptyrAttack	0.08	f5_unstableflump_attack_
f5ErraticRaptyrBreathing	0.12	f5_unstableflump_breathing_
f5ErraticRaptyrDeath	0.08	f5_unstableflump_death_
f5ErraticRaptyrHit	0.08	f5_unstableflump_hit_
f5ErraticRaptyrIdle	0.08	f5_unstableflump_idle_
f5ErraticRaptyrRun	0.08	f5_unstableflump_run_
f5FireBreatherAttack	0.08	f5_firebreather_attack_
f5FireBreatherBreathing	0.12	f5_firebreather_breathing_
f5FireBreatherDeath	0.08	f5_firebreather_death_
f5FireBreatherHit	0.08	f5_firebreather_hit_
f5FireBreatherIdle	0.08	f5_firebreather_idle_
f5FireBreatherProjectile	0.08	f5_firebreather_projectile_
f5FireBreatherRun	0.08	f5_firebreather_run_
f5FlumposaurAttack	0.08	f5_flumposaur_attack_
f5FlumposaurBreathing	0.09	f5_flumposaur_breathing_
f5FlumposaurDeath	0.08	f5_flumposaur_death_
f5FlumposaurHit	0.08	f5_flumposaur_hit_
f5FlumposaurIdle	0.08	f5_flumposaur_idle_
f5FlumposaurRun	0.08	f5_flumposaur_run_
f5GeneralAttack	0.08	f5_general_attack_
f5GeneralBreathing	0.14	f5_general_breathing_
f5GeneralCast	0.08	f5_general_cast_
f5GeneralCastEnd	0.08	f5_general_castend_
f5GeneralCastLoop	0.08	f5_general_castloop_
f5GeneralCastStart	0.08	f5_general_caststart_
f5GeneralDamage	0.08	f5_general_hit_
f5GeneralDeath	0.08	f5_general_death_
f5GeneralIdle	0.08	f5_general_idle_
f5GeneralRun	0.07	f5_general_run_
f5GeneralTier2Attack	0.08	f5_tier2general_attack_
f5GeneralTier2Breathing	0.14	f5_tier2general_breathing_
f5GeneralTier2Cast	0.08	f5_tier2general_cast_
f5GeneralTier2CastEnd	0.08	f5_tier2general_castend_
f5GeneralTier2CastLoop	0.08	f5_tier2general_castloop_
f5GeneralTier2CastStart	0.08	f5_tier2general_caststart_
f5GeneralTier2Damage	0.08	f5_tier2general_hit_
f5GeneralTier2Death	0.08	f5_tier2general_death_
f5GeneralTier2Idle	0.08	f5_tier2general_idle_
f5GeneralTier2Run	0.07	f5_tier2general_run_
f5GenesisAttack	0.08	f5_genesis_attack_
f5GenesisBreathing	0.09	f5_genesis_breathing_
f5GenesisDeath	0.08	f5_genesis_death_
f5GenesisHit	0.08	f5_genesis_hit_
f5GenesisIdle	0.08	f5_genesis_idle_
f5GenesisRun	0.08	f5_genesis_run_
f5GigalothAttack	0.08	f5_upgradizon_attack_
f5GigalothBreathing	0.12	f5_upgradizon_breathing_
f5GigalothDeath	0.08	f5_upgradizon_death_
f5GigalothHit	0.08	f5_upgradizon_hit_
f5GigalothIdle	0.08	f5_upgradizon_idle_
f5GigalothRun	0.08	f5_upgradizon_run_
f5GrandmasterKraigonAttack	0.08	f5_grandmasterkraigon_attack_
f5GrandmasterKraigonBreathing	0.09	f5_grandmasterkraigon_breathing_
f5GrandmasterKraigonDeath	0.08	f5_grandmasterkraigon_death_
f5GrandmasterKraigonHit	0.08	f5_grandmasterkraigon_hit_
f5GrandmasterKraigonIdle	0.08	f5_grandmasterkraigon_idle_
f5GrandmasterKraigonRun	0.08	f5_grandmasterkraigon_run_
f5GrimrockAttack	0.08	f5_grimrock_attack_
f5GrimrockBreathing	0.14	f5_grimrock_breathing_
f5GrimrockDamage	0.08	f5_grimrock_hit_
f5GrimrockDeath	0.08	f5_grimrock_death_
f5GrimrockIdle	0.08	f5_grimrock_idle_
f5GrimrockRun	0.08	f5_grimrock_run_
f5GroAttack	0.08	f5_gro_attack_
f5GroBreathing	0.12	f5_gro_breathing_
f5GroDeath	0.08	f5_gro_death_
f5GroHit	0.08	f5_gro_hit_
f5GroIdle	0.08	f5_gro_idle_
f5GroRun	0.08	f5_gro_run_
f5IVGeneralTier2Attack	0.08	f5_ragnoramk2_attack_
f5IVGeneralTier2Breathing	0.12	f5_ragnoramk2_breathing_
f5IVGeneralTier2Cast	0.08	f5_ragnoramk2_cast_
f5IVGeneralTier2CastEnd	0.08	f5_ragnoramk2_castend_
f5IVGeneralTier2CastLoop	0.08	f5_ragnoramk2_castloop_
f5IVGeneralTier2CastStart	0.08	f5_ragnoramk2_caststart_
f5IVGeneralTier2Damage	0.08	f5_ragnoramk2_hit_
f5IVGeneralTier2Death	0.08	f5_ragnoramk2_death_
f5IVGeneralTier2Idle	0.08	f5_ragnoramk2_idle_
f5IVGeneralTier2Run	0.08	f5_ragnoramk2_run_
f5JuggernautAttack	0.08	f5_juggernaut_attack_
f5JuggernautBreathing	0.09	f5_juggernaut_breathing_
f5JuggernautDeath	0.08	f5_juggernaut_death_
f5JuggernautHit	0.08	f5_juggernaut_hit_
f5JuggernautIdle	0.08	f5_juggernaut_idle_
f5JuggernautRun	0.08	f5_juggernaut_run_
f5KolossusAttack	0.08	f5_kolossus_attack_
f5KolossusBreathing	0.14	f5_kolossus_breathing_
f5KolossusDamage	0.08	f5_kolossus_hit_
f5KolossusDeath	0.08	f5_kolossus_death_
f5KolossusIdle	0.08	f5_kolossus_idle_
f5KolossusRun	0.08	f5_kolossus_run_
f5KujataAttack	0.08	f5_kujata_attack_
f5KujataBreathing	0.14	f5_kujata_breathing_
