namespace	key	value_en	has_params
cards	faction_3_unit_barren_shrike_desc	Build: (2). Blast	false
cards	faction_3_unit_silica_weaver_name	Silica Weaver	false
cards	faction_3_unit_silica_weaver_desc	Opening Gambit: Progresses MECHAZ0R build by +40%.	false
cards	faction_3_unit_gust_name	Gust	false
cards	faction_3_unit_gust_desc	Blood Surge: Summon two Wind Dervishes nearby.	false
cards	faction_3_unit_simulacra_obelysk_name	Simulacra Obelysk	false
cards	faction_3_unit_simulacra_obelysk_desc	Build: (2). Summon Dervish When this minion is built, start building another on a nearby space.	false
cards	faction_3_unit_grapnel_paradigm_name	Grapnel Paradigm	false
cards	faction_3_unit_grapnel_paradigm_desc	Opening Gambit: Take control of enemy minions with 2 or less Attack on this row.	false
cards	faction_4_spell_shadowspawn_name	Shadowspawn	false
cards	faction_4_spell_shadowspawn_description	Summon 2 Wraithlings nearby your General.	false
cards	faction_4_spell_shadowspawn_modified_description	Summon 2 Wraithlings nearby. All of your Wraithlings become furious.	false
cards	faction_4_spell_abyssal_scar_name	Abyssal Scar	false
cards	faction_4_spell_abyssal_scar_description	Deal 1 damage to a minion. If it dies this turn, the space turns into Shadow Creep.	false
cards	faction_4_spell_abyssal_scar_modified_description	Summon a 4/4 Fiend on every friendly Shadow Creep.	false
cards	faction_4_spell_wraithling_fury_name	Wraithling Fury	false
cards	faction_4_spell_wraithling_fury_description	Give a friendly Wraithling minion +4/+4.	false
cards	faction_4_spell_daemonic_lure_name	Daemonic Lure	false
cards	faction_4_spell_daemonic_lure_description	Deal 1 damage to an enemy minion and teleport it anywhere.	false
cards	faction_4_spell_nether_summoning_name	Nether Summoning	false
cards	faction_4_spell_nether_summoning_description	Summon 2 non-token minions destroyed since the end of your last turn nearby.	false
cards	faction_4_spell_shadow_nova_name	Shadow Nova	false
cards	faction_4_spell_shadow_nova_description	Turn a 2x2 area into Shadow Creep.	false
cards	faction_4_spell_void_pulse_name	Void Pulse	false
cards	faction_4_spell_void_pulse_description	Deal 2 damage to enemy General. Restore 3 Health to your General.	false
cards	faction_4_spell_deathfire_crescendo_name	Deathfire Crescendo	false
cards	faction_4_spell_deathfire_crescendo_description	Give a friendly minion, "Deathwatch: Gains +2/+2."	false
cards	faction_4_spell_breath_of_the_unborn_name	Breath Of The Unborn	false
cards	faction_4_spell_breath_of_the_unborn_description	Deal 2 damage to all enemy minions. Fully heal all friendly minions.	false
cards	faction_4_spell_rite_of_the_undervault_name	Rite Of The Undervault	false
cards	faction_4_spell_rite_of_the_undervault_description	Draw to fill your action bar.	false
cards	faction_4_spell_darkfire_sacrifice_name	Darkfire Sacrifice	false
cards	faction_4_spell_darkfire_sacrifice_description	Destroy a friendly minion. Your next minion costs 2 less.	false
cards	faction_4_spell_ritual_banishing_name	Ritual Banishing	false
cards	faction_4_spell_ritual_banishing_description	Destroy a friendly minion to destroy an enemy minion.	false
cards	faction_4_spell_dark_transformation_name	Dark Transformation	false
cards	faction_4_spell_dark_transformation_description	Destroy an enemy minion and summon a 1/1 Wraithling on that space.	false
cards	faction_4_spell_dark_seed_name	Dark Seed	false
cards	faction_4_spell_dark_seed_description	Deal 1 damage to the enemy General for each card in the opponent's action bar.	false
cards	faction_4_spell_grasp_of_agony_name	Grasp of Agony	false
cards	faction_4_spell_grasp_of_agony_description	Choose an enemy minion. When it dies, it deals 3 damage to enemies around it.	false
cards	faction_4_spell_shadow_reflection_name	Shadow Reflection	false
cards	faction_4_spell_shadow_reflection_description	Give a friendly minion +5 Attack.	false
cards	faction_4_spell_soulshatter_pact_name	Soulshatter Pact	false
cards	faction_4_spell_soulshatter_pact_description	Give all friendly minions +2 Attack this turn.	false
cards	faction_4_spell_wraithling_swarm_name	Wraithling Swarm	false
cards	faction_4_spell_wraithling_swarm_description	Summon three 1/1 Wraithlings nearby each other.	false
cards	faction_4_spell_consuming_rebirth_name	Consuming Rebirth	false
cards	faction_4_spell_consuming_rebirth_description	Destroy a friendly minion. At the end of your turn, re-summon it on the same space and give it +1/+1.	false
cards	faction_4_spell_lurking_fear_name	Lurking Fear	false
cards	faction_4_spell_lurking_fear_description	Lower the cost of all minions with Dying Wish in your action bar and deck by 1.	false
cards	faction_4_spell_inkhorn_gaze_name	Inkhorn Gaze	false
cards	faction_4_spell_inkhorn_gaze_description	Deal 2 damage to a minion. If it dies this turn, put a random Battle Pet into your action bar.	false
cards	faction_4_spell_sphere_of_darkness_name	Sphere of Darkness	false
cards	faction_4_spell_sphere_of_darkness_description	Turn an enemy minion's space into Shadow Creep. Draw a card.	false
cards	faction_4_spell_echoing_shriek_name	Echoing Shriek	false
cards	faction_4_spell_echoing_shriek_description	Transform ALL minions that cost 2 or less into 1/1 Wraithlings.	false
cards	faction_4_spell_void_steal_name	Void Steal	false
cards	faction_4_spell_void_steal_description	Give an enemy minion -3 Attack. Nearby friendly minions gain +3 Attack.	false
cards	faction_4_spell_obliterate_name	Obliterate	false
cards	faction_4_spell_obliterate_description	Destroy all friendly Shadow Creep to deal that much damage to all enemies.	false
cards	faction_4_spell_aphotic_drain_name	Aphotic Drain	false
cards	faction_4_spell_aphotic_drain_desc	Destroy a friendly minion to restore 5 Health to your General.	false
cards	faction_4_spell_punish_name	Punish	false
cards	faction_4_spell_punish_desc	Destroy a damaged minion.	false
cards	faction_4_spell_necrotic_sphere_name	Necrotic Sphere	false
cards	faction_4_spell_necrotic_sphere_desc	Destroy ALL minions nearby your General and summon Wraithlings in their place.	false
cards	faction_4_spell_blood_echoes_name	Blood Echoes	false
cards	faction_4_spell_blood_echoes_desc	Destroy all friendly minions and resummon them on random spaces at end of turn.	false
cards	faction_4_spell_choking_tendrils_name	Choking Tendrils	false
cards	faction_4_spell_choking_tendrils_desc	Destroy an enemy minion on friendly Shadow Creep.	false
cards	faction_4_spell_inkling_surge_name	Inkling Surge	false
cards	faction_4_spell_inkling_surge_desc	Summon a 1/1 Wraithling. If you have another Wraithling, draw a card.	false
cards	faction_4_spell_shadowstalk_name	Shadowstalk	false
cards	faction_4_spell_shadowstalk_desc	Summon a Wraithling behind each enemy.	false
cards	faction_4_spell_nethermeld_name	Nethermeld	false
cards	faction_4_spell_nethermeld_desc	Teleport ANY minion to friendly Shadow Creep.	false
cards	faction_4_spell_corporeal_cadence_name	Corporeal Cadence	false
cards	faction_4_spell_corporeal_cadence_desc	Destroy a friendly minion to deal its Attack to the enemy General.	false
cards	faction_4_spell_doom_name	Doom	false
cards	faction_4_spell_doom_desc	The enemy General is DOOMED and will die after three turns.	false
cards	faction_4_spell_malice_name	Malice	false
cards	faction_4_spell_malice_desc	Destroy a friendly minion to summon a 4/4 Husk nearby. Deal 2 damage to your General.	false
cards	faction_4_spell_horrific_visage_name	Horrific Visage	false
cards	faction_4_spell_horrific_visage_desc	Give all enemy minions -4 Attack until your next turn.	false
cards	faction_4_spell_vellumscry_name	Vellumscry	false
cards	faction_4_spell_vellumscry_desc	Destroy a friendly minion to draw three cards.	false
cards	faction_4_spell_deathmark_name	Deathmark	false
cards	faction_4_spell_deathmark_desc	Deal 1 damage to an enemy minion. After it is attacked this turn, destroy it.	false
cards	faction_4_spell_betrayal_name	Betrayal	false
cards	faction_4_spell_betrayal_desc	Enemy minions nearby their General attack their General.	false
cards	faction_4_spell_abhorrent_unbirth_name	Abhorrent Unbirth	false
cards	faction_4_spell_abhorrent_unbirth_desc	Destroy all friendly minions to summon a 1/1 Abomination that gains their Attack, Health, and keywords.	false
cards	faction_4_spell_infest_name	Infest	false
cards	faction_4_spell_infest_desc	Choose an enemy minion. When it dies, give this effect to all nearby enemy minions and deal 2 damage to the enemy General.	false
cards	faction_4_artifact_soul_grimwar_name	Soul Grimwar	false
cards	faction_4_artifact_soul_grimwar_description	Your General gains, "Deathwatch: Gains +2 Attack."	false
cards	faction_4_artifact_horn_of_the_forsaken_name	Horn of the Forsaken	false
cards	faction_4_artifact_horn_of_the_forsaken_description	Whenever your General deals damage, summon a 1/1 Wraithling nearby your General.	false
cards	faction_4_artifact_spectral_blade_name	Spectral Blade	false
cards	faction_4_artifact_spectral_blade_description	Your General gains +2 Attack. Whenever your General destroys an enemy, restore 2 Health to your General.	false
cards	faction_4_artifact_ghost_azalea_name	Ghost Azalea	false
cards	faction_4_artifact_ghost_azalea_description	Your General gains +1 Attack for each friendly Shadow Creep.	false
cards	faction_4_artifact_the_releaser_name	The Releaser	false
cards	faction_4_artifact_the_releaser_description	When this artifact breaks, summon a random friendly non-token minion destroyed this game nearby.	false
cards	faction_4_artifact_mindlathe_name	Mindlathe	false
cards	faction_4_artifact_mindlathe_desc	After your General damages a minion, reactivate and take control of it until the end of your turn.	false
cards	faction_4_artifact_furor_chakram_name	Furor Chakram	false
cards	faction_4_artifact_furor_chakram_desc	Friendly minions gain +2 Attack and Frenzy.	false
cards	faction_4_unit_cassyva_name	Cassyva Soulreaper	false
cards	faction_4_unit_cassyva_desc	Bloodbound Spell: Deal 1 damage to a minion. If it dies this turn, the space turns into Shadow Creep.	false
cards	faction_4_unit_lilithe_name	Lilithe Blightchaser	false
cards	faction_4_unit_lilithe_desc	Bloodbound Spell: Summon 2 Wraithlings nearby your General.	false
cards	faction_4_unit_maehv_name	Maehv Skinsolder	false
cards	faction_4_unit_maehv_desc	Bloodbound Spell: Destroy a friendly minion to summon a 4/4 Husk nearby. Deal 2 damage to your General.	false
cards	faction_4_unit_abyssal_crawler_name	Abyssal Crawler	false
cards	faction_4_unit_abyssal_crawler_desc	At the end of your turn, turn a nearby space into Shadow Creep.	false
cards	faction_4_unit_blood_siren_name	Blood Siren	false
cards	faction_4_unit_blood_siren_desc	Opening Gambit: Give a nearby enemy -2 attack this turn.	false
cards	faction_4_unit_darkspine_elemental_name	Darkspine Elemental	false
cards	faction_4_unit_darkspine_elemental_desc	Double the damage dealt by friendly Shadow Creep.	false
cards	faction_4_unit_gloomchaser_name	Gloomchaser	false
cards	faction_4_unit_gloomchaser_desc	Opening Gambit: Summon a 1/1 Wraithling in a random nearby space.	false
cards	faction_4_unit_nightsorrow_assassin_name	Nightsorrow Assassin	false
cards	faction_4_unit_nightsorrow_assassin_desc	Opening Gambit: Destroy a nearby enemy minion with 2 or less attack.	false
cards	faction_4_unit_shadow_watcher_name	Shadow Watcher	false
cards	faction_4_unit_shadow_watcher_desc	Deathwatch: Gains +1/+1.	false
cards	faction_4_unit_abyssal_juggernaut_name	Abyssal Juggernaut	false
cards	faction_4_unit_abyssal_juggernaut_desc	This minion has +1/+1 for each friendly Shadow Creep.	false
cards	faction_4_unit_bloodmoon_priestess_name	Bloodtide Priestess	false
cards	faction_4_unit_bloodmoon_priestess_desc	Deathwatch: Summon a Wraithling on a random nearby space.	false
cards	faction_4_unit_deepfire_devourer_name	Deepfire Devourer	false
cards	faction_4_unit_deepfire_devourer_desc	Frenzy Opening Gambit: Destroy friendly minions around it and gain +2/+2 for each minion.	false
cards	faction_4_unit_black_solus_name	Black Solus	false
cards	faction_4_unit_black_solus_desc	When you summon a Wraithling, this minion gains +2 Attack.	false
cards	faction_4_unit_reaper_of_the_nine_moons_name	Reaper of the Nine Moons	false
cards	faction_4_unit_reaper_of_the_nine_moons_desc	Flying Dying Wish: Summon a random minion from the opponent's deck on this space.	false
cards	faction_4_unit_shadowdancer_name	Shadowdancer	false
cards	faction_4_unit_shadowdancer_desc	Deathwatch: Deal 1 damage to the enemy General, and restore 1 Health to your General.	false
cards	faction_4_unit_vorpal_reaver_name	Vorpal Reaver	false
cards	faction_4_unit_vorpal_reaver_desc	Celerity Dying Wish: Summon six Wraithlings on random spaces.	false
cards	faction_4_unit_spectral_revenant_name	Spectral Revenant	false
cards	faction_4_unit_spectral_revenant_desc	Rush Whenever this damages an enemy minion, deal 4 damage to the enemy General.	false
cards	faction_4_unit_wraithling_name	Wraithling	false
cards	faction_4_unit_night_fiend_name	Night Fiend	false
cards	faction_4_unit_night_fiend_desc	Opening Gambit: Deal 2 damage to each enemy on or near friendly Shadow Creep.	false
cards	faction_4_unit_gor_name	Gor	false
cards	faction_4_unit_gor_desc	Dying Wish: Re-summon this minion in a random corner.	false
cards	faction_4_unit_ooz_name	Ooz	false
cards	faction_4_unit_ooz_desc	Whenever this minion takes damage, turn a space occupied by an enemy into Shadow Creep.	false
cards	faction_4_unit_blood_baronette_name	Blood Baronette	false
cards	faction_4_unit_blood_baronette_desc	Opening Gambit: Double a nearby Wraithling's Attack and Health.	false
cards	faction_4_unit_arcane_devourer_name	Arcane Devourer	false
cards	faction_4_unit_arcane_devourer_desc	Opening Gambit: The next minion you summon this turn costs 1.	false
cards	faction_4_unit_klaxon_name	Klaxon	false
cards	faction_4_unit_klaxon_desc	Provoke Dying Wish: Turn six random spaces into Shadow Creep.	false
cards	faction_4_unit_shadow_sister_name	Shadow Sister Kelaino	false
cards	faction_4_unit_shadow_sister_desc	Whenever an enemy takes damage, restore 1 Health to your General.	false
cards	faction_4_unit_furosa_name	Furiosa	false
cards	faction_4_unit_furosa_desc	Blood Surge: Friendly Wraithlings gain +1/+1.	false
cards	faction_4_unit_horror_burster_name	Horror Burster	false
cards	faction_4_unit_horror_burster_desc	Dying Wish: Transform a random friendly minion into a 6/6 Horror.	false
cards	faction_4_unit_grandmaster_variax_name	Grandmaster Variax	false
cards	faction_4_unit_grandmaster_variax_desc	Opening Gambit: Your Bloodbound Spell costs 3 and is now AWESOME.	false
cards	faction_4_unit_fiend_name	Fiend	false
cards	faction_4_unit_horror_name	Horror	false
